"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Profile Actions","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"01-17-2025","X","'@flyONT","6,389","-1","0","0","0","1","9","0","1","11.11%","0","1","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"01-17-2025","Facebook","Ontario International Airport","25,955","1","","2","1","2","2,230","22","99","4.44%","47","2","13","1","","36","","0","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","1","1","0","0","0","","0","","","","","","","",""
"01-17-2025","Instagram","flyont","13,368","4","11","1","1","9","15,518","7,938","499","3.22%","454","5","28","","12","","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","2","1","","","","","0","3",""
"01-17-2025","LinkedIn","Ontario International Airport","5,999","6","6","2","2","0","1,325","34","108","8.15%","53","0","4","51","","","","","","","","","","","","","","","","","0","","","","","2","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-17-2025","TikTok","'@flyontairport","3,413","2","","0","0","0","1,894","1,894","26","1.37%","22","0","4","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-17-2025","YouTube","FlyONT - Ontario International Airport","1,090","0","0","0","0","0","","189","8","","8","0","0","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-18-2025","X","'@flyONT","6,387","-2","0","0","0","4","0","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","4","0","0","0","0","","","","","0","","0","","","","","","","",""
"01-18-2025","Facebook","Ontario International Airport","25,955","0","","0","0","4","1,593","78","55","3.45%","18","3","0","2","","32","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","3","0","0","0","","0","","","","","","","",""
"01-18-2025","Instagram","flyont","13,370","2","6","1","0","5","7,228","8,127","372","5.15%","338","0","24","","10","","","","","","","","","","","","","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","1","0","3","0","","","","","0","0",""
"01-18-2025","LinkedIn","Ontario International Airport","6,002","4","4","0","0","0","423","13","26","6.15%","16","0","0","10","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-18-2025","TikTok","'@flyontairport","3,412","-1","","0","0","1","1,323","1,323","13","0.98%","11","1","1","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"01-18-2025","YouTube","FlyONT - Ontario International Airport","1,090","-1","0","0","0","0","","138","1","","1","0","0","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-19-2025","X","'@flyONT","6,385","-2","0","0","0","9","53","0","2","3.77%","0","0","0","0","","2","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","6","1","0","0","2","","","","","0","","0","","","","","","","",""
"01-19-2025","Facebook","Ontario International Airport","25,955","0","","1","0","1","743","21","14","1.88%","7","0","0","0","","7","","0","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","1","0","0","0","0","","0","","","","","","","",""
"01-19-2025","Instagram","flyont","13,371","1","8","1","1","7","3,970","8,001","331","8.34%","296","2","26","","7","","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","0","0",""
"01-19-2025","LinkedIn","Ontario International Airport","6,007","3","3","0","0","0","366","58","19","5.19%","5","0","0","14","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-19-2025","TikTok","'@flyontairport","3,409","-3","","0","0","0","867","867","12","1.38%","11","0","1","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-19-2025","YouTube","FlyONT - Ontario International Airport","1,090","1","1","0","0","0","","148","2","","1","0","1","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-20-2025","X","'@flyONT","6,384","-1","0","0","0","5","40","1","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","1","0","0","1","","","","","0","","0","","","","","","","",""
"01-20-2025","Facebook","Ontario International Airport","25,955","0","","0","0","3","11,683","104","13","0.11%","6","2","0","1","","4","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","2","0","0","0","","0","","","","","","","",""
"01-20-2025","Instagram","flyont","13,371","0","12","0","0","4","12,801","7,941","325","2.54%","293","1","23","","8","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","1","","","","","0","0",""
"01-20-2025","LinkedIn","Ontario International Airport","6,010","6","6","0","0","0","394","41","25","6.35%","10","0","0","15","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-20-2025","TikTok","'@flyontairport","3,408","-1","","0","0","0","1,254","1,254","17","1.36%","16","0","1","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-20-2025","YouTube","FlyONT - Ontario International Airport","1,090","0","0","0","0","0","","158","3","","3","0","0","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-21-2025","X","'@flyONT","6,380","-4","0","0","0","4","11","0","1","9.09%","0","0","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","2","","","","","0","","0","","","","","","","",""
"01-21-2025","Facebook","Ontario International Airport","25,953","-2","","1","1","2","26,887","77","11","0.04%","6","1","0","0","","4","","0","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","1","0","0","","0","","","","","","","",""
"01-21-2025","Instagram","flyont","13,377","6","13","8","6","11","16,465","8,020","412","2.5%","357","7","29","","17","","","","","","","","","","","","","1","5","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","1","3",""
"01-21-2025","LinkedIn","Ontario International Airport","6,018","4","4","1","1","1","679","8","56","8.25%","15","1","0","40","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"01-21-2025","TikTok","'@flyontairport","3,409","1","","0","0","1","1,108","1,108","17","1.53%","13","1","3","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"01-21-2025","YouTube","FlyONT - Ontario International Airport","1,090","-1","0","0","0","0","","152","2","","0","0","2","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-22-2025","X","'@flyONT","6,376","-4","0","0","0","3","5","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","1","0","0","0","","","","","0","","0","","","","","","","",""
"01-22-2025","Facebook","Ontario International Airport","25,954","1","","2","1","2","30,475","97","55","0.18%","32","0","1","0","","22","","0","","","","","0","0","0","0","1","","","","0","","","","","","","","","","","","","","","","","","0","0","1","1","0","","0","","","","","","","",""
"01-22-2025","Instagram","flyont","13,378","1","12","11","6","17","18,388","1,420","107","0.58%","96","1","5","","2","","","","","","","","","","","","","0","5","1","3","0","","","","","","","","","","","","","","","","","","","","","5","0","5","1","","","","","2","5",""
"01-22-2025","LinkedIn","Ontario International Airport","6,019","1","1","2","2","4","813","142","77","9.47%","53","4","4","16","","","","","","","","","","","","","","","","","0","","","","","2","0","0","","","","","","","","","","","","","","","0","","0","","","","4","0","","",""
"01-22-2025","TikTok","'@flyontairport","3,410","1","","1","1","0","1,357","1,357","31","2.28%","30","0","1","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-22-2025","YouTube","FlyONT - Ontario International Airport","1,090","1","1","2","1","0","","227","6","","5","0","0","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"01-23-2025","X","'@flyONT","6,375","-1","0","3","3","5","125","21","9","7.2%","3","0","0","0","","6","0","","1","0","2","0","","","","","","","","","0","","","","","","","","","","","","","3","1","0","0","1","","","","","0","","0","","","","","","","",""
"01-23-2025","Facebook","Ontario International Airport","25,960","6","","5","1","6","29,437","363","15","0.05%","9","0","1","0","","5","","0","","","","","1","0","3","1","0","","","","0","","","","","","","","","","","","","","","","","","0","5","1","0","0","","0","","","","","","","",""
"01-23-2025","Instagram","flyont","13,391","13","25","6","1","25","13,621","7,660","239","1.75%","199","5","31","","4","","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","11","0","4","3","","","","","1","3",""
"01-23-2025","LinkedIn","Ontario International Airport","6,022","5","5","1","1","0","652","144","81","12.42%","38","0","2","41","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-23-2025","TikTok","'@flyontairport","3,412","2","","1","1","2","1,550","1,550","34","2.19%","32","2","0","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","2"
"01-23-2025","YouTube","FlyONT - Ontario International Airport","1,090","3","3","6","3","0","","1,301","36","","33","0","1","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","3","","","","","","","","","","0","","0","","","","","","","",""
"01-24-2025","X","'@flyONT","6,374","-1","0","1","1","5","120","32","6","5%","2","1","0","0","","3","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","4","0","0","0","1","","","","","0","","0","","","","","","","",""
"01-24-2025","Facebook","Ontario International Airport","25,955","-5","","3","1","9","26,001","319","130","0.5%","61","13","3","1","","52","","0","","","","","0","0","1","1","0","","","","0","","","","","","","","","","","","","","","","","","2","5","2","0","0","","0","","","","","","","",""
"01-24-2025","Instagram","flyont","13,402","11","15","10","3","31","11,897","6,611","343","2.88%","268","16","33","","23","","","","","","","","","","","","","0","2","1","2","0","","","","","","","","","","","","","","","","","","","","","2","0","2","4","","","","","5","14",""
"01-24-2025","LinkedIn","Ontario International Airport","6,031","10","10","1","1","2","1,488","589","135","9.07%","55","0","4","76","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-24-2025","TikTok","'@flyontairport","3,412","0","","5","1","3","3,272","3,272","99","3.03%","93","3","3","","","","","","","","","","","","","","","","","","0","","","","","","","","1","4","","","","","","","","","","","","","0","","0","","","","","","","","3"
"01-24-2025","YouTube","FlyONT - Ontario International Airport","1,100","2","2","2","1","0","","1,224","27","","26","0","0","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"01-25-2025","X","'@flyONT","6,370","-4","0","0","0","2","15","5","2","13.33%","1","0","1","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"01-25-2025","Facebook","Ontario International Airport","25,955","0","","2","2","1","27,004","244","44","0.16%","26","2","4","0","","12","","0","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","1","0","0","","0","","","","","","","",""
"01-25-2025","Instagram","flyont","13,409","7","13","2","2","6","15,619","5,407","208","1.33%","164","1","36","","6","","","","","","","","","","","","","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","0","2",""
"01-25-2025","LinkedIn","Ontario International Airport","6,034","3","3","1","1","0","514","184","45","8.75%","14","0","0","31","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-25-2025","TikTok","'@flyontairport","3,411","-1","","2","1","1","2,440","2,440","53","2.17%","50","1","2","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","1"
"01-25-2025","YouTube","FlyONT - Ontario International Airport","1,100","0","0","0","0","0","","257","5","","2","0","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-26-2025","X","'@flyONT","6,366","-4","0","0","0","2","16","2","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"01-26-2025","Facebook","Ontario International Airport","25,953","-2","","0","0","2","28,015","173","21","0.07%","15","0","2","0","","4","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","0","1","0","0","","0","","","","","","","",""
"01-26-2025","Instagram","flyont","13,419","10","19","2","1","11","13,506","2,752","77","0.57%","64","2","8","","2","","","","","","","","","","","","","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","1","0","3","2","","","","","0","2",""
"01-26-2025","LinkedIn","Ontario International Airport","6,038","3","3","0","0","0","298","127","23","7.72%","8","0","0","15","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"01-26-2025","TikTok","'@flyontairport","3,411","0","","0","0","0","1,229","1,229","12","0.98%","10","0","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-26-2025","YouTube","FlyONT - Ontario International Airport","1,100","0","0","0","0","0","","181","1","","0","0","1","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"01-27-2025","X","'@flyONT","6,367","1","1","0","0","2","16","2","1","6.25%","1","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","1","","","","","0","","0","","","","","","","",""
"01-27-2025","Facebook","Ontario International Airport","25,953","0","","2","1","2","27,922","285","11","0.04%","6","2","0","0","","3","","0","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","1","1","0","0","0","","0","","","","","","","",""
"01-27-2025","Instagram","flyont","13,430","11","11","14","2","37","16,415","2,795","190","1.16%","157","18","7","","3","","","","","","","","","","","","","0","1","1","11","0","","","","","","","","","","","","","","","","","","","","","22","0","2","1","","","","","1","10",""
